0.000000, 0.000000
100.000000, 0.000000

0.000000, 0.000000
0.000000, -45.000000

100.000000, 0.000000
100.000000, -70.000000

85.000000, 0.000000
85.000000, -12.839800

85.000000, -14.839800
85.000000, -27.679500

85.000000, -27.679500
91.500000, -27.679500

93.500000, -27.679500
100.000000, -27.679500

85.000000, -27.679500
75.000000, -45.000000

0.000000, -45.000000
75.000000, -45.000000

75.000000, -45.000000
75.000000, -70.000000

75.000000, -70.000000
100.000000, -70.000000

0.000000, -9.000000
15.000000, -9.000000

0.000000, -18.000000
15.000000, -18.000000

0.000000, -27.000000
15.000000, -27.000000

0.000000, -36.000000
15.000000, -36.000000

15.000000, 0.000000
15.000000, -4.000000

15.000000, -5.000000
15.000000, -13.000000

15.000000, -14.000000
15.000000, -22.000000

15.000000, -23.000000
15.000000, -31.000000

15.000000, -32.000000
15.000000, -40.000000

15.000000, -41.000000
15.000000, -45.000000

40.000000, -15.000000
35.000000, -20.000000

35.000000, -30.000000
40.000000, -35.000000

50.000000, -15.000000
55.000000, -20.000000

55.000000, -30.000000
50.000000, -35.000000

