5.000000, 3.000000
10.000000, 0.500000
9.000000, 0.000000
-5.000000, 7.000000

5.000000, 3.000000
10.000000, 5.500000
1.000000, 10.000000
-5.000000, 7.000000

5.000000, 3.000000
0.000000, 3.666667
10.000000, 5.000000
-5.000000, 7.000000

5.000000, 3.000000
5.166667, 4.166667
10.000000, 4.857143
-5.000000, 7.000000

5.000000, 3.000000
4.254839, 3.764516
10.000000, 4.660550
-5.000000, 7.000000

5.000000, 3.000000
4.807692, 2.192308
10.000000, 3.428571
-5.000000, 7.000000

5.000000, 3.000000
2.000000, 0.000000
-5.000000, 7.000000

5.000000, 3.000000
10.000000, 4.000000
-5.000000, 7.000000

5.000000, 3.000000
-5.000000, 7.000000
-5.000000, 7.000000

